mission,object_id,period_days,duration_hours,depth_ppm,label
kepler,9702072,4.182001885,2.2209,847.4,CANDIDATE
kepler,9413156,66.47762,4.487,553.5,CANDIDATE
kepler,9834719,1.621668852,1.7517,7662.0,FALSE POSITIVE
kepler,9846348,26.89316101,2.3266,2193.2,CANDIDATE
kepler,9873254,14.70749512,3.1506,262.0,CANDIDATE
kepler,6587002,20.73989406,3.1505,616.1,CANDIDATE
kepler,6587002,47.4277116,5.2679,820.4,CANDIDATE
kepler,6960456,5.07442951,4.064,250.2,FALSE POSITIVE
kepler,7368664,12.874712426,2.2491,3860.7,CANDIDATE
kepler,8374580,176.2432946,5.0423,4981.4,FALSE POSITIVE
kepler,6685609,3.07155284,4.0935,86.0,CANDIDATE
kepler,6707835,22.24814617,4.1483,613.7,CANDIDATE
kepler,2696205,0.702739679,1.379,65.1,CANDIDATE
kepler,6752502,4.305219002,2.6845,9738.6,FALSE POSITIVE
kepler,6805146,13.779711352,7.63871,25479.0,FALSE POSITIVE
kepler,10318874,2.508057497,1.1134,1507.6,CANDIDATE
kepler,6960445,5.07437786,5.942,605.7,FALSE POSITIVE
kepler,9873254,0.900375925,1.257,41.4,CANDIDATE
kepler,9884104,4.585466941,3.4437,383.5,CANDIDATE
kepler,9884104,22.71443351,6.0875,575.1,CANDIDATE
kepler,9884104,47.903427,6.191,379.3,CANDIDATE
kepler,9950612,9.034190783,1.5501,577.6,CANDIDATE
kepler,9714696,1.433339604,1.3665,305.2,FALSE POSITIVE
kepler,9846086,37.86511904,2.9799,6941.7,FALSE POSITIVE
kepler,10353968,9.07098164,2.6903,1026.2,CANDIDATE
kepler,10384962,2.879243323,2.6273,48050.0,FALSE POSITIVE
kepler,11773022,45.15535633,5.7845,6208.7,CANDIDATE
kepler,7033671,9.48965527,3.587,262.2,CANDIDATE
kepler,7040629,4.22865217,3.3275,150.0,CANDIDATE
kepler,2711131,2.85889907,1.465,55.7,FALSE POSITIVE
kepler,7040629,7.46662068,3.87,120.9,CANDIDATE
kepler,7040629,16.25951967,3.854,129.5,CANDIDATE
kepler,7040629,11.1317901,4.051,95.5,CANDIDATE
kepler,9950612,28.1224393,4.174,194.3,CANDIDATE
kepler,6678383,11.427550984,4.6074,500.9,CANDIDATE
kepler,2308411,0.983304511,1.78,79.9,FALSE POSITIVE
kepler,9950612,45.9029768,5.0041,361.8,CANDIDATE
kepler,9950612,4.159816554,1.6261,160.3,CANDIDATE
kepler,9963524,5.69059163,2.557,1384.3,CANDIDATE
kepler,5780885,4.885488596,5.16165,7458.4,CANDIDATE
kepler,11773022,130.17802962,8.4534,11571.0,CANDIDATE
kepler,11773022,85.3162004,2.7441,1902.6,CANDIDATE
kepler,12251650,17.761998411,2.4644,24177.0,CANDIDATE
kepler,12417486,155.042265,9.848,4880.9,CANDIDATE
kepler,12068975,10.34973276,4.4859,119.0,CANDIDATE
kepler,7115785,16.08786246,3.095,612.5,CANDIDATE
kepler,2834805,25.0032023,5.498,64.1,CANDIDATE
kepler,7115785,41.74938613,5.6098,1055.4,CANDIDATE
kepler,7115785,0.56680081,3.6116,127.7,FALSE POSITIVE
kepler,7124613,4.41746257,2.965,291.0,CANDIDATE
kepler,8711794,8.981014925,1.8478,1059.3,CANDIDATE
kepler,7277317,16.33888067,9.3599,1718.4,CANDIDATE
kepler,2446134,39.1307086,2.295,201.0,FALSE POSITIVE
kepler,9963524,10.04157214,2.6577,1114.0,CANDIDATE
kepler,9963524,18.36974658,2.939,1143.3,CANDIDATE
kepler,9963524,2.79590004,2.056,383.7,CANDIDATE
kepler,9964801,13.72462702,6.9758,281.8,CANDIDATE
kepler,9965439,46.40626,7.0281,469.1,CANDIDATE
kepler,2569995,80.84069,8.567,9326.0,CANDIDATE
kepler,12068975,15.67750191,5.5082,115.5,CANDIDATE
kepler,12068975,5.59931543,3.8944,84.8,CANDIDATE
kepler,12068975,25.2100146,6.553,62.1,CANDIDATE
kepler,3541946,17.79001678,4.4116,871.4,CANDIDATE
kepler,3541946,49.5674085,4.002,730.0,CANDIDATE
kepler,10264660,6.790120801,6.0437,2302.3,CANDIDATE
kepler,7385509,1.655467295,3.2424,1059.4,FALSE POSITIVE
kepler,7447200,7.972510087,2.9754,3139.0,CANDIDATE
kepler,7447200,2.453236139,1.6691,1723.2,CANDIDATE
kepler,7466863,11.9710626,2.7607,421.8,FALSE POSITIVE
kepler,7509886,6.0404622,1.98,241.0,CANDIDATE
kepler,7509886,4.13852825,2.281,256.5,CANDIDATE
kepler,10002866,3.936993144,1.887,1266.0,CANDIDATE
kepler,10002866,28.08185982,4.5288,1840.3,CANDIDATE
kepler,6678383,23.66834635,5.8297,449.4,CANDIDATE
kepler,10002866,10.08881066,1.7726,1995.9,CANDIDATE
kepler,2577353,60.458443,8.43,175.2,CANDIDATE
kepler,10005020,6.97106919,3.9125,452.8,FALSE POSITIVE
kepler,3541946,1.311842968,1.7876,245.1,CANDIDATE
kepler,4449034,38.13853099,3.8617,1230.2,FALSE POSITIVE
kepler,4478168,14.58649856,4.0249,378.7,CANDIDATE
kepler,4478168,8.0292018,3.462,65.6,CANDIDATE
kepler,2854839,1.05569286,1.289,37.5,FALSE POSITIVE
kepler,4563268,7.75192755,3.5413,407.3,CANDIDATE
kepler,7515212,31.80475991,8.699,360.6,CANDIDATE
kepler,7515212,16.2580276,6.375,47.0,CANDIDATE
kepler,7529266,8.600153929,9.0015,4510.2,CANDIDATE
kepler,11553706,3.719809197,3.5317,2958.2,FALSE POSITIVE
kepler,2449053,0.73975345,4.2,481.8,FALSE POSITIVE
kepler,10489525,1.612249049,4.235,154.0,FALSE POSITIVE
kepler,7598128,44.258173075,7.58264,20542.0,FALSE POSITIVE
kepler,11858979,3.05933906,1.7332,1169.2,FALSE POSITIVE
kepler,5900390,0.624677585,2.411,37.3,FALSE POSITIVE
kepler,5444334,0.759763198,3.083,202.5,FALSE POSITIVE
kepler,10139620,372.37369,12.33,666.1,FALSE POSITIVE
kepler,8686373,126.55719,8.079,366.4,CANDIDATE
kepler,5386264,12.435190544,3.8305,71.9,FALSE POSITIVE
kepler,3867615,20.0983676,5.207,157.8,CANDIDATE
kepler,3218844,85.112898,2.503,513.8,FALSE POSITIVE
kepler,7256914,2.41750021,4.33,58.2,CANDIDATE
kepler,7256914,4.03357434,5.886,66.2,CANDIDATE
kepler,3542222,0.504426087,1.6276,614.5,FALSE POSITIVE
kepler,6871071,7.66462913,3.614,114.1,CANDIDATE
kepler,5530112,9.6887216,2.0,655.5,CANDIDATE
kepler,6226908,19.597317,4.508,1014.1,CANDIDATE
kepler,5906694,13.06243545,3.244,464.3,CANDIDATE
kepler,10186945,0.793663156,0.8244,186.2,FALSE POSITIVE
kepler,4636565,2.81401302,5.801,55.7,FALSE POSITIVE
kepler,9956082,3.74031708,2.394,165.6,CANDIDATE
kepler,3241647,0.851678507,2.028,67.9,FALSE POSITIVE
kepler,7761585,205.30627,7.86,671.0,FALSE POSITIVE
kepler,3241248,0.978046982,2.6137,838.8,FALSE POSITIVE
kepler,9716302,1.332566763,4.001,384.9,FALSE POSITIVE
kepler,2708286,1.89131005,5.687,155.6,FALSE POSITIVE
kepler,6755944,0.692978457,1.1366,61.0,CANDIDATE
kepler,10419797,87.140633,18.11,,FALSE POSITIVE
kepler,6515335,185.53285,31.46,877.0,FALSE POSITIVE
kepler,7777471,0.885131111,3.377,93.2,FALSE POSITIVE
kepler,10294509,1.85447373,2.665,306.8,FALSE POSITIVE
kepler,3112129,0.487656278,1.0129,109.8,CANDIDATE
kepler,3003019,0.502622858,3.085,146.0,FALSE POSITIVE
kepler,9334893,31.8055128,3.979,141.7,CANDIDATE
kepler,3103212,3.25424652,5.378,82.1,CANDIDATE
kepler,10000941,3.50472344,1.9464,90.7,CANDIDATE
kepler,9455677,124.827797,6.479,647.5,CANDIDATE
kepler,6871071,11.9294568,3.193,132.3,CANDIDATE
kepler,7690855,0.786260569,4.556,877.1,FALSE POSITIVE
kepler,5649837,0.597934463,3.1225,515.0,FALSE POSITIVE
kepler,10141938,360.76458,21.22,383.7,FALSE POSITIVE
kepler,8029197,2.15292788,3.043,41.4,FALSE POSITIVE
kepler,12257886,2.61585431,6.519,169.8,FALSE POSITIVE
kepler,10875007,9.54699216,5.063,143.0,CANDIDATE
kepler,10875007,14.708641,5.394,130.6,CANDIDATE
kepler,11465651,31.3351094,6.071,264.9,CANDIDATE
kepler,5036480,1.061002863,1.962,142.4,FALSE POSITIVE
kepler,10275077,363.35755,19.85,395.3,FALSE POSITIVE
kepler,6592832,0.924821319,2.594,122.4,FALSE POSITIVE
kepler,8524346,4.4697452,5.33,241.5,FALSE POSITIVE
kepler,3937814,214.881456,9.581,759.2,CANDIDATE
kepler,5551228,122.906853,15.97,819.7,FALSE POSITIVE
kepler,5471271,12.422216754,6.5533,54.5,FALSE POSITIVE
kepler,5881120,4.85018974,5.676,64.5,CANDIDATE
kepler,3248696,383.43595,11.059,1228.0,FALSE POSITIVE
kepler,4548098,3.82315697,2.388,47.2,CANDIDATE
kepler,5306383,0.842336445,1.519,80.1,FALSE POSITIVE
kepler,5446285,339.42934084,7.5,,FALSE POSITIVE
kepler,7021681,13.6032081,2.592,180.5,CANDIDATE
kepler,5041847,0.914468919,2.695,3426.3,FALSE POSITIVE
kepler,3836558,1.54039744,1.787,127.6,FALSE POSITIVE
kepler,4770617,8.45805119,2.998,258.7,CANDIDATE
kepler,6106282,101.1107014,8.029,878.1,CANDIDATE
kepler,4946584,0.907943645,1.9144,1028.9,FALSE POSITIVE
kepler,6463499,94.446856,7.502,436.4,FALSE POSITIVE
kepler,8254882,0.92565941,1.488,30.0,FALSE POSITIVE
kepler,6042031,0.537110149,1.7976,92.0,FALSE POSITIVE
kepler,4078311,9.84262076,1.6018,626.4,CANDIDATE
kepler,5475735,2.99194823,4.39,99.6,FALSE POSITIVE
kepler,11709124,62.3026877,7.509,859.3,CANDIDATE
kepler,9022166,72.3826983,8.279,366.4,CANDIDATE
kepler,10075409,360.33012,15.16,1022.0,FALSE POSITIVE
kepler,7038096,0.566803149,1.643,246.0,FALSE POSITIVE
kepler,3345973,15.3466028,4.966,238.5,FALSE POSITIVE
kepler,11967788,7.23531329,3.338,112.2,CANDIDATE
kepler,11972872,0.531106622,3.0293,5133.6,FALSE POSITIVE
kepler,9899233,1.332547503,4.521,130.3,FALSE POSITIVE
kepler,3103227,225.585245,11.166,754.9,CANDIDATE
kepler,4850961,24.4972683,5.43,449.1,CANDIDATE
kepler,3102309,4.20253859,5.389,31.5,FALSE POSITIVE
kepler,8521059,0.535578808,1.7973,193.6,FALSE POSITIVE
kepler,5217574,0.89486317,2.657,172.0,FALSE POSITIVE
kepler,7199060,64.1862264,8.485,507.3,CANDIDATE
kepler,8439323,4.62602867,0.643,346.9,CANDIDATE
kepler,4458082,8.93484887,2.579,135.9,CANDIDATE
kepler,3230095,7.04716175,2.693,150.8,FALSE POSITIVE
kepler,5551228,368.71479,16.46,1210.0,FALSE POSITIVE
kepler,11967788,4.93211932,3.144,50.5,CANDIDATE
kepler,7733731,4.85819429,5.356,76.3,CANDIDATE
kepler,6862332,119.0192648,8.1,1977.0,FALSE POSITIVE
kepler,10714072,8.40693068,1.866,167.1,CANDIDATE
kepler,3110177,3.39904814,2.922,69.6,CANDIDATE
kepler,10992011,0.974479091,1.866,221.2,FALSE POSITIVE
kepler,8128247,3.57017774,4.473,79.6,FALSE POSITIVE
kepler,6276994,1.10601182,2.577,52.9,FALSE POSITIVE
kepler,9674564,6.873655305,3.5415,181.3,FALSE POSITIVE
kepler,5942808,0.626281766,1.1812,433.1,CANDIDATE
kepler,3232249,1.183505016,1.275,116.6,CANDIDATE
kepler,5688683,2.790643481,0.6871,202.0,CANDIDATE
kepler,6607644,0.971915957,1.6023,73.7,CANDIDATE
kepler,7610663,3.03196812,1.723,81.5,CANDIDATE
kepler,5565707,1.2940561,0.97,51.2,FALSE POSITIVE
kepler,1293031,0.53936593,5.434,145.0,FALSE POSITIVE
kepler,2859299,0.643703667,0.801,172.0,FALSE POSITIVE
kepler,7449554,15.9042402,2.093,444.8,CANDIDATE
kepler,4067110,0.735146413,5.053,275.4,FALSE POSITIVE
kepler,8694309,0.827351796,2.1885,44.7,FALSE POSITIVE
kepler,8282651,4.16288745,0.678,391.7,CANDIDATE
kepler,7818447,0.618952198,2.8244,8324.1,FALSE POSITIVE
kepler,11569475,1.31723412,7.284,422.7,FALSE POSITIVE
kepler,5688683,4.44902309,1.373,88.9,CANDIDATE
kepler,8222627,1.121733366,1.032,84.3,CANDIDATE
kepler,8951205,4.95060632,1.719,309.5,CANDIDATE
kepler,5700900,379.08202,33.87,1609.1,FALSE POSITIVE
kepler,7026477,366.31509,12.41,336.0,FALSE POSITIVE
kepler,9402583,0.536544193,2.918,159.5,FALSE POSITIVE
kepler,7838675,1.005205893,1.63,97.5,CANDIDATE
kepler,8700537,43.796785,18.84,256.3,FALSE POSITIVE
kepler,10858785,0.952371227,3.926,352.5,FALSE POSITIVE
kepler,9640907,1.089088292,1.8599,141.7,FALSE POSITIVE
kepler,7515670,1.1518407,2.53,,FALSE POSITIVE
kepler,9551430,7.7553808,22.321,839.6,FALSE POSITIVE
kepler,3228986,0.730949487,2.367,87.3,FALSE POSITIVE
kepler,7100673,3.95116635,2.566,60.9,CANDIDATE
kepler,7100673,2.89223998,2.521,44.3,CANDIDATE
kepler,4138557,0.991552822,1.135,607.2,FALSE POSITIVE
kepler,2708278,1.89124187,4.415,105.8,FALSE POSITIVE
kepler,2984990,3.79437277,2.289,83.2,CANDIDATE
kepler,3747817,184.77271,9.568,951.4,CANDIDATE
kepler,8483366,392.49728,10.53,1062.0,FALSE POSITIVE
kepler,7758018,363.41165,14.79,961.7,CANDIDATE
kepler,9071593,59.284064,5.42,424.4,CANDIDATE
kepler,10089911,6.96704926,3.73,213.7,CANDIDATE
kepler,3247404,8.8109721,4.822,24048.0,FALSE POSITIVE
kepler,11415243,168.81133,6.582,614.4,CANDIDATE
kepler,3548044,67.968656,7.948,321.8,CANDIDATE
kepler,8264402,215.956008,10.425,392.7,CANDIDATE
kepler,7773179,2.15681538,5.115,106.5,FALSE POSITIVE
kepler,11017094,0.708563091,6.347,414.5,FALSE POSITIVE
kepler,3129238,2.00870696,4.87,53.5,CANDIDATE
kepler,5956633,366.24282,15.76,733.7,FALSE POSITIVE
kepler,9899065,1.33256418,4.701,162.3,FALSE POSITIVE
kepler,7907808,0.655939788,1.318,73.0,CANDIDATE
kepler,5471792,12.4258833,24.83,93.6,FALSE POSITIVE
kepler,11145831,1.387838134,2.252,136.8,FALSE POSITIVE
kepler,11444952,0.678349364,3.092,486.0,FALSE POSITIVE
kepler,8647295,1.022028468,8.866,1344.5,FALSE POSITIVE
kepler,3444098,0.72359699,1.326,495.6,FALSE POSITIVE
kepler,5112567,1.6156052,14.55,1582.0,FALSE POSITIVE
kepler,2708343,1.8913182,4.374,202.3,FALSE POSITIVE
kepler,3235282,494.165759,2.239,1440.0,FALSE POSITIVE
kepler,3348090,2.43585046,2.088,60.5,FALSE POSITIVE
kepler,9282762,1.33255441,3.828,106.7,FALSE POSITIVE
kepler,3117046,359.1015,11.461,496.5,FALSE POSITIVE
kepler,6311520,0.941840589,5.06,388.3,FALSE POSITIVE
kepler,5201115,1.728521892,3.361,92.2,FALSE POSITIVE
kepler,2708203,1.89125855,5.415,67.9,FALSE POSITIVE
kepler,4150496,8.65312868,3.376,508.6,FALSE POSITIVE
kepler,11401767,30.0899459,6.654,242.6,CANDIDATE
kepler,9655005,1.39862757,9.625,45.5,FALSE POSITIVE
kepler,11709124,9.91937693,4.326,186.7,CANDIDATE
kepler,3851194,0.918510251,2.587,52.6,FALSE POSITIVE
kepler,8613535,9.47850818,6.154,184.6,CANDIDATE
kepler,5092655,0.783258387,2.2926,328.5,FALSE POSITIVE
kepler,3955817,4.24263096,2.582,187.6,CANDIDATE
kepler,10661778,1.231363214,5.8101,4774.7,FALSE POSITIVE
kepler,5513857,0.755101928,3.044,119.8,FALSE POSITIVE
kepler,10272389,4.56447463,6.415,208.4,FALSE POSITIVE
kepler,4679687,1.027904857,1.6381,2381.2,FALSE POSITIVE
kepler,7968683,367.95566,21.877,1414.1,FALSE POSITIVE
kepler,10360722,163.692336,6.853,1138.0,CANDIDATE
kepler,9091755,1.106529843,6.258,319.5,FALSE POSITIVE
kepler,3852476,111.741576,3.83,238.8,FALSE POSITIVE
kepler,9700449,110.461746,12.46,331.2,CANDIDATE
kepler,6349881,198.088873,7.955,1027.7,CANDIDATE
kepler,9851970,1.08193721,4.788,115.3,FALSE POSITIVE
kepler,6140059,44.6226725,12.974,131.9,CANDIDATE
kepler,5726910,2.43142974,2.713,146.6,FALSE POSITIVE
kepler,1718958,1.41975831,1.429,60.9,CANDIDATE
kepler,6428794,169.135056,8.931,640.7,CANDIDATE
kepler,3228825,0.73095491,2.206,29.6,FALSE POSITIVE
kepler,4673628,3.951383138,1.0582,405.7,CANDIDATE
kepler,11401767,6.84978728,4.919,139.2,CANDIDATE
kepler,3852872,80.769893,4.2,128.5,CANDIDATE
kepler,9099950,1.111362442,6.24,133.9,FALSE POSITIVE
kepler,9718066,28.9060526,3.099,99.0,CANDIDATE
kepler,9272070,8.10503551,4.459,209.9,CANDIDATE
kepler,5088400,8.82715783,2.019,368.6,CANDIDATE
kepler,4669402,143.196381,10.424,618.1,FALSE POSITIVE
kepler,3757407,9.089151782,3.1886,110.1,FALSE POSITIVE
kepler,4769931,1.87886973,3.876,181.9,FALSE POSITIVE
kepler,9220612,0.979161676,2.942,160.2,FALSE POSITIVE
kepler,9086154,225.26213,14.459,389.2,CANDIDATE
kepler,6806695,0.855922327,1.514,130.9,FALSE POSITIVE
kepler,3858943,25.9528725,12.434,164.1,FALSE POSITIVE
kepler,11970988,2.31482311,2.127,58.6,CANDIDATE
kepler,10858803,0.952374508,3.006,204.8,FALSE POSITIVE
kepler,6129694,0.936751792,5.658,26.4,FALSE POSITIVE
kepler,5957181,393.34331,9.481,1750.0,FALSE POSITIVE
kepler,7601918,0.621361411,1.0628,45.0,FALSE POSITIVE
kepler,6119877,250.23760741,16.58,,FALSE POSITIVE
kepler,6792908,10.778313,5.256,90.7,CANDIDATE
kepler,7211879,0.594310785,0.9994,112.5,FALSE POSITIVE
kepler,8087812,27.2106807,10.515,99.4,CANDIDATE
kepler,4863956,4.31978105,7.204,65.8,FALSE POSITIVE
kepler,10534155,4.32710895,1.387,108.9,CANDIDATE
kepler,10397751,2.90512019,2.293,61.2,CANDIDATE
kepler,5308537,14.2651545,3.601,66.3,CANDIDATE
kepler,6350882,5.04404366,1.682,236.5,CANDIDATE
kepler,5281113,11.17931581,3.103,90.6,CANDIDATE
kepler,7847104,1.284991846,2.274,29.1,FALSE POSITIVE
kepler,3450040,1.166960319,1.6823,97.8,CANDIDATE
kepler,3347807,324.18028,18.15,87.9,FALSE POSITIVE
kepler,8487805,0.530959357,2.417,84.4,FALSE POSITIVE
kepler,9456281,0.701944362,0.641,210.8,CANDIDATE
kepler,5129453,3.05772668,1.819,311.0,CANDIDATE
kepler,7918478,9.9092109,2.552,942.0,CANDIDATE
kepler,3336845,0.996864568,1.098,86.7,FALSE POSITIVE
kepler,3645282,0.673684895,1.161,51.1,FALSE POSITIVE
kepler,6026924,56.644452,16.551,104.6,CANDIDATE
kepler,6525280,1.710319812,2.983,43.6,FALSE POSITIVE
kepler,4861784,5.62978034,5.847,379.2,FALSE POSITIVE
kepler,5876360,1.050852976,1.6788,41694.0,FALSE POSITIVE
kepler,9509343,6.39269778,2.138,174.3,CANDIDATE
kepler,3732972,1.540398683,1.5676,73.0,FALSE POSITIVE
kepler,3244792,3.0570982,3.571,144.0,CANDIDATE
kepler,8743082,365.25921,13.74,529.0,FALSE POSITIVE
kepler,7673841,7.87845756,3.912,44.1,CANDIDATE
kepler,9142742,372.72688,12.751,331.7,FALSE POSITIVE
kepler,6891513,9.9398272,4.1198,478.6,FALSE POSITIVE
kepler,4579598,0.866346,2.011,116.4,FALSE POSITIVE
kepler,7777522,0.885129679,3.156,177.3,FALSE POSITIVE
kepler,9305012,56.898749,3.522,514.0,FALSE POSITIVE
kepler,9597729,0.438153876,1.3885,164.8,FALSE POSITIVE
kepler,11390109,398.40957,11.486,880.3,FALSE POSITIVE
kepler,5078025,0.696286519,3.194,120.8,FALSE POSITIVE
kepler,1724719,5.79179934,3.474,118.5,CANDIDATE
kepler,8120608,129.945392,5.786,500.1,CANDIDATE
kepler,11968463,27.9040511,5.346,300.2,CANDIDATE
kepler,5026326,1.39772545,4.129,181.3,FALSE POSITIVE
kepler,5471574,12.4246697,44.07,424.0,FALSE POSITIVE
kepler,5512580,383.00806,9.71,632.1,FALSE POSITIVE
kepler,11670599,0.847588864,2.246,67.1,FALSE POSITIVE
kepler,6359820,331.81534,10.56,370.3,FALSE POSITIVE
kepler,11872139,1.75649346,3.429,27.5,FALSE POSITIVE
kepler,5436161,0.644322147,0.893,1076.6,CANDIDATE
kepler,2708221,1.8912501,7.648,731.0,FALSE POSITIVE
kepler,4571844,17.8075656,1.643,1511.0,CANDIDATE
kepler,5040223,0.996023763,5.412,98.3,FALSE POSITIVE
kepler,4571004,36.616669,8.62,237.4,FALSE POSITIVE
kepler,2859893,333.03842,5.948,1260.0,CANDIDATE
kepler,6026737,3.75030469,3.246,35.5,CANDIDATE
kepler,7582691,0.259819659,0.6513,231.5,CANDIDATE
kepler,7031942,0.566795467,4.712,38.2,FALSE POSITIVE
kepler,9836563,4.72693131,4.036,26.2,CANDIDATE
kepler,1724719,10.0989634,6.428,57.0,CANDIDATE
kepler,5632701,3.67515329,7.083,56.0,FALSE POSITIVE
kepler,10549924,0.715825886,1.212,40.6,FALSE POSITIVE
kepler,9366617,26.5487294,7.968,142.0,CANDIDATE
kepler,6187341,0.492291661,0.894,1107.6,FALSE POSITIVE
kepler,3353454,1.6911935,9.479,2801.0,FALSE POSITIVE
kepler,10156055,2.42803503,3.045,73.8,FALSE POSITIVE
kepler,8418018,372.94844,13.879,253.5,FALSE POSITIVE
kepler,5024177,0.787120016,3.1648,265.5,FALSE POSITIVE
kepler,11081504,13.12297275,2.234,43.7,CANDIDATE
kepler,4548011,6.28384079,4.291,35.7,CANDIDATE
kepler,4571004,21.131609,13.66,73.5,FALSE POSITIVE
kepler,4571004,81.675841,11.53,143.4,FALSE POSITIVE
kepler,4571004,28.5463574,9.29,153.3,FALSE POSITIVE
kepler,12016267,22.7909233,9.565,53.6,CANDIDATE
kepler,4571004,72.563291,3.088,332.3,FALSE POSITIVE
kepler,8459663,174.510276,6.689,1530.0,CANDIDATE
kepler,3550372,0.681180633,0.8844,156.4,CANDIDATE
kepler,10155321,15.705388,4.871,283.7,FALSE POSITIVE
kepler,3866536,7.65270746,79.8969,641.1,FALSE POSITIVE
kepler,7046035,2.27164952,4.054,82.4,CANDIDATE
kepler,4679314,3.84835742,10.18,84.2,FALSE POSITIVE
kepler,8240790,369.13236,10.34,215.9,CANDIDATE
kepler,5702637,1.0388961,4.755,600.8,FALSE POSITIVE
kepler,8309169,293.76887,4.68,462.0,FALSE POSITIVE
kepler,4678919,1.87885327,3.302,120.9,FALSE POSITIVE
kepler,5563080,0.785473311,1.3911,339.6,FALSE POSITIVE
kepler,6364067,5.2438982,7.881,162.2,FALSE POSITIVE
kepler,4548011,9.08745206,3.786,35.1,CANDIDATE
kepler,5983532,441.877824,6.647,1300.0,FALSE POSITIVE
kepler,3439126,2.9761504,6.079,259.5,FALSE POSITIVE
kepler,8463346,64.0019669,4.724,1112.5,CANDIDATE
kepler,5868793,4.83809469,1.096,1544.0,CANDIDATE
kepler,8483021,361.91436,8.68,228.2,FALSE POSITIVE
kepler,10063208,9.3281912,3.991,45.2,CANDIDATE
kepler,7191646,106.957467,7.006,539.6,CANDIDATE
kepler,1575873,0.629001455,1.263,14.7,FALSE POSITIVE
kepler,10669994,2.71603664,1.744,98.5,CANDIDATE
kepler,7801070,75.8781344,1.383,1054.0,CANDIDATE
kepler,11449918,374.59003,15.19,267.9,FALSE POSITIVE
kepler,4172805,147.661729,6.207,1087.8,CANDIDATE
kepler,5126182,13.00291716,3.058,225.3,CANDIDATE
kepler,3750350,319.30633,6.74,155.2,FALSE POSITIVE
kepler,8949925,42.0292298,8.499,373.7,CANDIDATE
kepler,4584865,1.75254087,4.098,42.5,FALSE POSITIVE
kepler,9642018,0.505111993,0.4053,212.8,CANDIDATE
kepler,11968463,0.646745436,1.188,115.6,FALSE POSITIVE
kepler,9183378,3.38557445,1.879,121.9,CANDIDATE
kepler,11188254,2.754024,4.15,172.2,FALSE POSITIVE
kepler,1724513,1.975208831,1.513,76.3,FALSE POSITIVE
kepler,9535876,0.960843605,3.22,141.7,FALSE POSITIVE
kepler,5817533,4.206109,5.16,120.0,FALSE POSITIVE
kepler,7681230,0.962590772,1.2569,1021.6,FALSE POSITIVE
kepler,7596240,13.3997555,3.534,167.3,CANDIDATE
kepler,7661893,2.49385348,1.414,46.9,CANDIDATE
kepler,3448456,0.776950288,1.288,396.0,FALSE POSITIVE
kepler,12107008,5.93725628,3.639,115.6,FALSE POSITIVE
kepler,9776794,18.22211768,2.044,2318.0,CANDIDATE
kepler,7427764,4.56383697,2.271,201.8,CANDIDATE
kepler,7673192,16.5340022,4.063,89.2,CANDIDATE
kepler,4754831,55.119831,4.703,114.5,FALSE POSITIVE
kepler,4754831,25.6416117,5.5,126.4,FALSE POSITIVE
kepler,9899630,1.33258455,5.77,152.7,FALSE POSITIVE
kepler,4367528,350.81029,11.29,538.3,FALSE POSITIVE
kepler,8416523,0.341842017,1.1554,285.6,CANDIDATE
kepler,11124436,13.9482197,7.686,119.4,CANDIDATE
kepler,5780855,5.67577999,3.554,51.2,CANDIDATE
kepler,3751231,0.570953851,0.998,76.1,FALSE POSITIVE
kepler,9491832,49.564693,8.54,113.5,CANDIDATE
kepler,7816665,4.29258258,3.069,369.6,FALSE POSITIVE
kepler,9535881,0.960842633,2.6441,2022.9,FALSE POSITIVE
kepler,11616596,14.5893928,15.54,,FALSE POSITIVE
kepler,9872831,5.49548533,2.461,85.8,CANDIDATE
kepler,2852941,2.89494709,3.254,45.8,CANDIDATE
kepler,8508126,0.980505042,1.4068,426.6,FALSE POSITIVE
kepler,12306058,20.4853893,10.229,89.5,CANDIDATE
kepler,8507475,3.58273837,1.523,360.5,CANDIDATE
kepler,8773015,15.604841,4.543,73.4,CANDIDATE
kepler,4754831,75.681309,11.62,107.7,FALSE POSITIVE
kepler,10647452,0.762950224,1.133,187.3,CANDIDATE
kepler,3531231,62.060783,28.203,472.9,FALSE POSITIVE
kepler,4773392,170.995748,3.88,477.1,CANDIDATE
kepler,5471489,12.4252735,20.756,84.7,FALSE POSITIVE
kepler,5471489,39.2820405,3.344,157.5,FALSE POSITIVE
kepler,9011874,361.54561249,25.28,,FALSE POSITIVE
kepler,9936080,19.5650801,4.242,61.7,CANDIDATE
kepler,9936080,355.79978,5.972,172.3,FALSE POSITIVE
kepler,8611344,410.99389,12.01,550.0,FALSE POSITIVE
kepler,9518651,2.17823752,2.259,44.0,FALSE POSITIVE
kepler,2305311,1.404674486,5.056,155.5,FALSE POSITIVE
kepler,6383595,24.9097436,3.856,150.2,FALSE POSITIVE
kepler,11080405,12.3101351,3.797,263.7,CANDIDATE
kepler,11509504,2.61576515,2.777,120.4,CANDIDATE
kepler,6599949,409.2452,13.06,531.2,FALSE POSITIVE
kepler,11611275,6.94245216,3.491,160.8,CANDIDATE
kepler,6290935,5.53312006,3.486,53.1,CANDIDATE
kepler,12734396,200.721168,9.91,822.5,CANDIDATE
kepler,11612280,9.4061364,4.882,79.5,CANDIDATE
kepler,5536715,0.935086665,1.12,71.2,FALSE POSITIVE
